id_tempat_wisata,kabupaten,nama_tempat_wisata,rating,kategori,jumlah_ulasan,latitude,longitude,google_maps_link,,,,,,,,,,,,
c28e0,Sleman,Ledok Sambi,4.7,Wisata Alam,14445,-7.64745,110.4281736,https://www.google.com/maps/search/Ledok%20Sambi,,,,,,,,,,,,
b1bc0,Kota Yogyakarta,LEGAWONG,4.4,Wisata Buatan,646,-7.8235991,110.3928814,https://www.google.com/maps/search/LEGAWONG,,,,,,,,,,,,
ddef0,Sleman,Lembah Bendo Camping Ground and Outdoor Activity,4.3,Wisata Alam,404,-7.6138414,110.4312632,https://www.google.com/maps/search/Lembah%20Bendo%20Camping%20Ground%20and%20Outdoor%20Activity,,,,,,,,,,,,
42330,Kota Yogyakarta,Lembah Ngasem Sembego,5,Wisata Alam,7,-7.7579435,110.4376977,https://www.google.com/maps/search/Lembah%20Ngasem%20Sembego,,,,,,,,,,,,
cc3d0,Bantul,Lembah Oya Kedungjati,4.6,Wisata Alam,487,-7.9586239,110.428943,https://www.google.com/maps/search/Lembah%20Oya%20Kedungjati,,,,,,,,,,,,
5ef10,Sleman,Lor Sambi Recreation Park,4.6,Wisata Alam,490,-7.6444708,110.4277766,https://www.google.com/maps/search/Lor%20Sambi%20Recreation%20Park,,,,,,,,,,,,
5ba30,Gunungkidul,Luweng Mendur,5,Wisata Alam,3,-8.02129,110.36932,https://www.google.com/maps/search/Luweng%20Mendur,,,,,,,,,,,,
f8fa0,Kulon Progo,Mangrove Jembatan Api-Api (MJAA),4.3,Wisata Alam,4850,-7.89485,110.0253631,https://www.google.com/maps/search/Mangrove%20Jembatan%20Api-Api%20%28MJAA%29,,,,,,,,,,,,
67fb0,Gunungkidul,MARKETING GOA PINDUL,5,Wisata Alam,4,-7.97949,110.633553,https://www.google.com/maps/search/MARKETING%20GOA%20PINDUL,,,,,,,,,,,,
66820,Sleman,Masjid Al-Huda Candi 3,5,Wisata Budaya dan Sejarah,9,-7.7040906,110.4096107,https://www.google.com/maps/search/Masjid%20Al-Huda%20Candi%203,,,,,,,,,,,,
d7b70,Kota Yogyakarta,Masjid Gedhe Kauman,4.8,Wisata Budaya dan Sejarah,14379,-7.802697521,110.3625956,https://www.google.com/maps/search/Masjid%20Gedhe%20Kauman,,,,,,,,,,,,
b9ee0,Sleman,Mendut Buddhist Monastery,4.6,Wisata Budaya dan Sejarah,5873,-7.6053138,110.2295345,https://www.google.com/maps/search/Mendut%20Buddhist%20Monastery,,,,,,,,,,,,
6d210,Sleman,Merapi Park Wahana Air,4.1,Wisata Buatan,18,-7.6210688,110.422686,https://www.google.com/maps/search/Merapi%20Park%20Wahana%20Air,,,,,,,,,,,,
e7a40,Kota Yogyakarta,Miniatur Candi Prambanan,4,Wisata Budaya dan Sejarah,1,-7.7667676,110.3551105,https://www.google.com/maps/search/Miniatur%20Candi%20Prambanan,,,,,,,,,,,,
3b470,Gunungkidul,Mitra trip Goa pindul,4.8,Wisata Alam,22,-7.9289366,110.649805,https://www.google.com/maps/search/Mitra%20trip%20Goa%20pindul,,,,,,,,,,,,
fec50,Bantul,Mojo Gumelem Hill,4.3,Wisata Alam,559,-7.9559784,110.4341083,https://www.google.com/maps/search/Mojo%20Gumelem%20Hill,,,,,,,,,,,,
83900,Sleman,Monumen Perjuangan Taruna (Plataran),4.5,Wisata Buatan,425,-7.7144158,110.4629907,https://www.google.com/maps/search/Monumen%20Perjuangan%20Taruna%20%28Plataran%29,,,,,,,,,,,,
0b350,Kota Yogyakarta,Monumen Perjuangan TNI AU,4.5,Wisata Budaya dan Sejarah,933,-7.8407981,110.3764617,https://www.google.com/maps/search/Monumen%20Perjuangan%20TNI%20AU,,,,,,,,,,,,
59ee0,Kota Yogyakarta,Monumen Serang Umum 1 Maret,5,Wisata Budaya dan Sejarah,2486,-7.8096391,110.3551478,https://www.google.com/maps/search/Monumen%20Serang%20Umum%201%20Maret,,,,,,,,,,,,
57260,Sleman,Monumen Yogya Kembali,4.5,Wisata Budaya dan Sejarah,13776,-7.7495904,110.3696068,https://www.google.com/maps/search/Monumen%20Yogya%20Kembali,,,,,,,,,,,,
f7bd0,Sleman,Morangan Temple,4.1,Wisata Budaya dan Sejarah,192,-7.6848728,110.4695674,https://www.google.com/maps/search/Morangan%20Temple,,,,,,,,,,,,
9a460,Kota Yogyakarta,Museum Batik Keraton Yogyakarta,4.9,Wisata Budaya dan Sejarah,25,-7.8075139,110.3645895,https://www.google.com/maps/search/Museum%20Batik%20Keraton%20Yogyakarta,,,,,,,,,,,,
71870,Kota Yogyakarta,Museum Benteng Vredeburg,4.6,Wisata Budaya dan Sejarah,19201,-7.799287456,110.3661757,https://www.google.com/maps/search/Museum%20Benteng%20Vredeburg,,,,,,,,,,,,
25ae0,Kota Yogyakarta,Museum dan Tanah Liat,4.6,Wisata Budaya dan Sejarah,186,-7.8200451,110.3394857,https://www.google.com/maps/search/Museum%20dan%20Tanah%20Liat,,,,,,,,,,,,
74d40,Kota Yogyakarta,Museum Geoteknologi Mineral,4.5,Wisata Budaya dan Sejarah,94,-7.7816997,110.4146097,https://www.google.com/maps/search/Museum%20Geoteknologi%20Mineral,,,,,,,,,,,,
43040,Kota Yogyakarta,Museum HM Soeharto,4.4,Wisata Budaya dan Sejarah,3450,-7.7913177,110.2805284,https://www.google.com/maps/search/Museum%20HM%20Soeharto,,,,,,,,,,,,
03ba0,Kota Yogyakarta,Museum Kereta Karaton,4.7,Wisata Budaya dan Sejarah,1296,-7.8054476,110.3627375,https://www.google.com/maps/search/Museum%20Kereta%20Karaton,,,,,,,,,,,,
91940,Kota Yogyakarta,Museum Kereta Keraton,4.7,Wisata Buatan,1296,-7.805467,110.363062,https://www.google.com/maps/search/Museum%20Kereta%20Keraton,,,,,,,,,,,,
bbd70,Kota Yogyakarta,Museum Kristal dan Cinderamata Keraton Yogyakarta,5,Wisata Budaya dan Sejarah,2,-7.807964,110.364513,https://www.google.com/maps/search/Museum%20Kristal%20dan%20Cinderamata%20Keraton%20Yogyakarta,,,,,,,,,,,,
e6120,Sleman,Museum Monumen Kowani,4.3,Wisata Budaya dan Sejarah,8,-7.7823912,110.4023938,https://www.google.com/maps/search/Museum%20Monumen%20Kowani,,,,,,,,,,,,
f56e0,Kota Yogyakarta,Museum Monumen Pangeran Diponegoro,4.4,Wisata Budaya dan Sejarah,2706,-7.7865891,110.3514473,https://www.google.com/maps/search/Museum%20Monumen%20Pangeran%20Diponegoro,,,,,,,,,,,,
66260,Bantul,Museum Muhamadiyah,4,Wisata Budaya dan Sejarah,203,-7.8342532,110.3837813,https://www.google.com/maps/search/Museum%20Muhamadiyah,,,,,,,,,,,,
3cb30,Kota Yogyakarta,Museum of Biology UGM,4.4,Wisata Budaya dan Sejarah,496,-7.8017655,110.3744009,https://www.google.com/maps/search/Museum%20of%20Biology%20UGM,,,,,,,,,,,,
f31a0,Kota Yogyakarta,Museum of Indonesian Education,4.6,Wisata Budaya dan Sejarah,724,-7.774829,110.387176,https://www.google.com/maps/search/Museum%20of%20Indonesian%20Education,,,,,,,,,,,,
86250,Kota Yogyakarta,Museum Omah Jayeng,4,Wisata Budaya dan Sejarah,20,-7.7995295,110.3726029,https://www.google.com/maps/search/Museum%20Omah%20Jayeng,,,,,,,,,,,,
a08f0,Bantul,Museum Padepokan Sumber Karahajon,4.3,Wisata Budaya dan Sejarah,20,-7.859559,110.409273,https://www.google.com/maps/search/Museum%20Padepokan%20Sumber%20Karahajon,,,,,,,,,,,,
23650,Sleman,Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama,4.7,Wisata Budaya dan Sejarah,27,-7.7839154,110.3932776,https://www.google.com/maps/search/Museum%20Pergerakan%20Wanita%20Indonesia%20Mandala%20Bhakti%20Wanitatama,,,,,,,,,,,,
18d90,Kota Yogyakarta,Museum Romo Mangun,4.1,Wisata Budaya dan Sejarah,14,-7.7841172,110.3709179,https://www.google.com/maps/search/Museum%20Romo%20Mangun,,,,,,,,,,,,
564d0,Kota Yogyakarta,Museum Rs Mata Dr Yap,4.5,Wisata Budaya dan Sejarah,103,-7.780141,110.3741398,https://www.google.com/maps/search/Museum%20Rs%20Mata%20Dr%20Yap,,,,,,,,,,,,
1ee60,Kota Yogyakarta,Museum Sandi,4.7,Wisata Budaya dan Sejarah,2077,-7.7845549,110.3711548,https://www.google.com/maps/search/Museum%20Sandi,,,,,,,,,,,,
1bb50,Kota Yogyakarta,Museum Sidik Martowidjojo,4,Wisata Budaya dan Sejarah,13,-7.8084446,110.3629506,https://www.google.com/maps/search/Museum%20Sidik%20Martowidjojo,,,,,,,,,,,,
a4c40,Kota Yogyakarta,Museum Sonobudoyo Unit II,4.7,Wisata Budaya dan Sejarah,402,-7.8040124,110.366348,https://www.google.com/maps/search/Museum%20Sonobudoyo%20Unit%20II,,,,,,,,,,,,
65b30,Kota Yogyakarta,Museum Sri Sultan Hamengkubuwono IX,4.7,Wisata Budaya dan Sejarah,312,-7.8083193,110.3644395,https://www.google.com/maps/search/Museum%20Sri%20Sultan%20Hamengkubuwono%20IX,,,,,,,,,,,,
b7f40,Kota Yogyakarta,Museum Temporer Sonobudoyo,5,Wisata Budaya dan Sejarah,17,-7.8019387,110.3644618,https://www.google.com/maps/search/Museum%20Temporer%20Sonobudoyo,,,,,,,,,,,,
2aba0,Kota Yogyakarta,Museum TNI AD Dharma Wiratama,4.7,Wisata Budaya dan Sejarah,847,-7.7823778,110.3754172,https://www.google.com/maps/search/Museum%20TNI%20AD%20Dharma%20Wiratama,,,,,,,,,,,,
069b0,Kota Yogyakarta,Museum Wayang Kekayon,4.2,Wisata Budaya dan Sejarah,578,-7.81406244,110.4131033,https://www.google.com/maps/search/Museum%20Wayang%20Kekayon,,,,,,,,,,,,
3b530,Kulon Progo,"Nanggulan Rice Terrace, Watumurah, Pendowoharjo",4.3,Wisata Alam,110,-7.7479509,110.1903153,https://www.google.com/maps/search/Nanggulan%20Rice%20Terrace%2C%20Watumurah%2C%20Pendowoharjo,,,,,,,,,,,,
596f0,Bantul,Negeri di atas awan Bukit Panguk,4.5,Wisata Alam,191,-7.9598993,110.4408943,https://www.google.com/maps/search/Negeri%20di%20atas%20awan%20Bukit%20Panguk,,,,,,,,,,,,
101b0,Bantul,New Destination Wisata Desa Terong,4,Wisata Budaya dan Sejarah,3,-7.8761445,110.4582338,https://www.google.com/maps/search/New%20Destination%20Wisata%20Desa%20Terong,,,,,,,,,,,,
167f0,Gunungkidul,Nglangkap Beach,4.3,Wisata Alam,42,-8.1107366,110.479256,https://www.google.com/maps/search/Nglangkap%20Beach,,,,,,,,,,,,
9af80,Gunungkidul,Ngobaran Beach,4.6,Wisata Alam,2461,-8.1184844,110.5028785,https://www.google.com/maps/search/Ngobaran%20Beach,,,,,,,,,,,,
9af81,Kota Yogyakarta,Titik Nol Yogyakarta,4.7,Wisata Budaya dan Sejarah,51849,-7.8013803,110.3647652,https://www.google.com/maps/search/Titik%20Nol%20Yogyakarta,,,,,,,,,,,,
7a700,Kota Yogyakarta,Obelix Hills,4.6,Wisata Alam,8349,-7.8070987,110.5216184,https://www.google.com/maps/search/Obelix%20Hills,,,,,,,,,,,,
6c650,Kota Yogyakarta,Obelix Hills Sunset View,4.6,Wisata Alam,8349,-7.8070316,110.5215714,https://www.google.com/maps/search/Obelix%20Hills%20Sunset%20View,,,,,,,,,,,,
bf9b0,Bantul,Obyek Wisata Goa Banyunibo,4.8,Wisata Alam,4,-7.9260337,110.4451951,https://www.google.com/maps/search/Obyek%20Wisata%20Goa%20Banyunibo,,,,,,,,,,,,
38450,Gunungkidul,Obyek Wisata Gua Pindul,4.7,Wisata Alam,42,-7.9290576,110.6537855,https://www.google.com/maps/search/Obyek%20Wisata%20Gua%20Pindul,,,,,,,,,,,,
ff5c0,Sleman,Omah maggot ngaglik,5,Wisata Budaya dan Sejarah,6,-7.7130748,110.3945574,https://www.google.com/maps/search/Omah%20maggot%20ngaglik,,,,,,,,,,,,
570c0,Sleman,Omah Petroek,4.6,Wisata Buatan,1229,-7.6219947,110.4153359,https://www.google.com/maps/search/Omah%20Petroek,,,,,,,,,,,,
c6f00,Kota Yogyakarta,Omah UGM Kotagede Yogyakarta,4.7,Wisata Buatan,345,-7.8293112,110.3956256,https://www.google.com/maps/search/Omah%20UGM%20Kotagede%20Yogyakarta,,,,,,,,,,,,
8cea0,Kota Yogyakarta,Opak watu celeng,3.7,Wisata Alam,3,-7.7450151,110.4871403,https://www.google.com/maps/search/Opak%20watu%20celeng,,,,,,,,,,,,
ce8d0,Bantul,Padang Rumput Dewi Kajii,5,Wisata Buatan,2,-7.8966356,110.3102225,https://www.google.com/maps/search/Padang%20Rumput%20Dewi%20Kajii,,,,,,,,,,,,
50f10,Gunungkidul,Padepokan suroloyo,5,Wisata Budaya dan Sejarah,5,-7.9497203,110.5415388,https://www.google.com/maps/search/Padepokan%20suroloyo,,,,,,,,,,,,
02b70,Sleman,Pakem Sari Water Park,3.7,Wisata Buatan,151,-7.661928,110.413932,https://www.google.com/maps/search/Pakem%20Sari%20Water%20Park,,,,,,,,,,,,
14ac0,Gunungkidul,Panca Wisata Goa Pindul,4.4,Wisata Alam,50,-7.9276464,110.6499041,https://www.google.com/maps/search/Panca%20Wisata%20Goa%20Pindul,,,,,,,,,,,,
60c20,Kulon Progo,"Pancuran ""Tirip Kulon""",4.5,Wisata Alam,2,-7.6920244,110.2337952,https://www.google.com/maps/search/Pancuran%20%22Tirip%20Kulon%22,,,,,,,,,,,,
3-Dec-00,Bantul,PANORAMA GOA ASU,4.1,Wisata Alam,21,-7.9115535,110.4231045,https://www.google.com/maps/search/PANORAMA%20GOA%20ASU,,,,,,,,,,,,
12cf0,Gunungkidul,Pantai Baron Indah,4.2,Wisata Buatan,12232,-8.1283793,110.5489526,https://www.google.com/maps/search/Pantai%20Baron%20Indah,,,,,,,,,,,,
a06c0,Gunungkidul,Pantai Baru,4.3,Wisata Alam,86,-8.1338843,110.5510278,https://www.google.com/maps/search/Pantai%20Baru,,,,,,,,,,,,
8aba0,Kulon Progo,Pantai Bidara Tourism,4,Wisata Alam,557,-7.932481,110.1127314,https://www.google.com/maps/search/Pantai%20Bidara%20Tourism,,,,,,,,,,,,
2bad0,Gunungkidul,Pantai Botorubuh,4.6,Wisata Alam,39,-8.2003473,110.7082335,https://www.google.com/maps/search/Pantai%20Botorubuh,,,,,,,,,,,,
8.00E+02,Gunungkidul,Pantai Butuh,4.4,Wisata Alam,401,-8.1117719,110.4855447,https://www.google.com/maps/search/Pantai%20Butuh,,,,,,,,,,,,
cf6c0,Bantul,Pantai Cemara Sewu Bantul Yogyakarta,4.4,Wisata Alam,6114,-8.019114,110.3145616,https://www.google.com/maps/search/Pantai%20Cemara%20Sewu%20Bantul%20Yogyakarta,,,,,,,,,,,,
0d250,Gunungkidul,Pantai Daud,4.4,Wisata Alam,24,-8.157724,110.6246487,https://www.google.com/maps/search/Pantai%20Daud,,,,,,,,,,,,
2c630,Gunungkidul,Pantai dluwok,3.8,Wisata Alam,6,-8.1205585,110.5076863,https://www.google.com/maps/search/Pantai%20dluwok,,,,,,,,,,,,
94b20,Gunungkidul,Pantai Drini,4.5,Wisata Alam,11662,-8.1384509,110.577522,https://www.google.com/maps/search/Pantai%20Drini,,,,,,,,,,,,
b9ea0,Kulon Progo,Pantai Glagah,4.4,Wisata Alam,3317,-7.9119427,110.0647339,https://www.google.com/maps/search/Pantai%20Glagah,,,,,,,,,,,,
5a7f0,Bantul,Pantai Goa Cemara,4.3,Wisata Alam,17985,-7.999423,110.248963,https://www.google.com/maps/search/Pantai%20Goa%20Cemara,,,,,,,,,,,,
c8c80,Kulon Progo,Pantai Imorenggo,4.4,Wisata Alam,53,-7.9658312,110.1824816,https://www.google.com/maps/search/Pantai%20Imorenggo,,,,,,,,,,,,
b0380,Gunungkidul,Pantai Indrayanti,4.4,Wisata Alam,6604,-8.1508415,110.6129852,https://www.google.com/maps/search/Pantai%20Indrayanti,,,,,,,,,,,,
caea0,Gunungkidul,Pantai Jogan,4.3,Wisata Alam,787,-8.180135,110.6763715,https://www.google.com/maps/search/Pantai%20Jogan,,,,,,,,,,,,
b9250,Gunungkidul,Pantai Kesirat,4.6,Wisata Alam,2899,-8.0961535,110.4350483,https://www.google.com/maps/search/Pantai%20Kesirat,,,,,,,,,,,,
ed2e0,Bantul,Pantai Kuwaru,4.1,Wisata Alam,1398,-7.989177883,110.2265599,https://www.google.com/maps/search/Pantai%20Kuwaru,,,,,,,,,,,,
ba860,Gunungkidul,Pantai Midodaren,4.5,Wisata Alam,1058,-8.1255992,110.521558,https://www.google.com/maps/search/Pantai%20Midodaren,,,,,,,,,,,,
240p0,Gunungkidul,Pantai Nampu,4.6,Wisata Alam,260,-8.1837872,110.7073455,https://www.google.com/maps/search/Pantai%20Nampu,,,,,,,,,,,,
61130,Gunungkidul,Pantai Ngandong,4.5,Wisata Alam,5605,-8.146423,110.6061408,https://www.google.com/maps/search/Pantai%20Ngandong,,,,,,,,,,,,
692b0,Gunungkidul,Pantai Ngedan,4.4,Wisata Alam,1917,-8.1163418,110.4963362,https://www.google.com/maps/search/Pantai%20Ngedan,,,,,,,,,,,,
5adb0,Gunungkidul,Pantai Ngetun,4.5,Wisata Alam,1013,-8.1703641,110.6526446,https://www.google.com/maps/search/Pantai%20Ngetun,,,,,,,,,,,,
e3c80,Gunungkidul,Pantai Nglambor,4.4,Wisata Alam,3419,-8.1827028,110.6792399,https://www.google.com/maps/search/Pantai%20Nglambor,,,,,,,,,,,,
297a0,Gunungkidul,Pantai Nglolang,4.3,Wisata Alam,1228,-8.1360048,110.562855,https://www.google.com/maps/search/Pantai%20Nglolang,,,,,,,,,,,,
6cc50,Gunungkidul,Pantai Ngluwen,4.5,Wisata Alam,165,-8.1140054,110.4898614,https://www.google.com/maps/search/Pantai%20Ngluwen,,,,,,,,,,,,
38bd0,Gunungkidul,Pantai Ngobaran,4.5,Wisata Alam,2461,-8.1191333,110.5050409,https://www.google.com/maps/search/Pantai%20Ngobaran,,,,,,,,,,,,
81ea0,Gunungkidul,Pantai Ngondo,4.8,Wisata Alam,7,-8.1802873,110.6759738,https://www.google.com/maps/search/Pantai%20Ngondo,,,,,,,,,,,,
77390,Gunungkidul,Pantai Ngrawah,4.5,Wisata Alam,242,-8.1250824,110.5202032,https://www.google.com/maps/search/Pantai%20Ngrawah,,,,,,,,,,,,
ff1d0,Gunungkidul,Pantai Ngrenehan,4.4,Wisata Alam,2467,-8.1211475,110.5142337,https://www.google.com/maps/search/Pantai%20Ngrenehan,,,,,,,,,,,,
9880,Gunungkidul,Pantai Ngrumput,4.6,Wisata Alam,1853,-8.1403829,110.5831238,https://www.google.com/maps/search/Pantai%20Ngrumput,,,,,,,,,,,,
02f40,Bantul,Pantai Parangkusumo,4.4,Wisata Alam,6183,-8.022769,110.324995,https://www.google.com/maps/search/Pantai%20Parangkusumo,,,,,,,,,,,,
89390,Gunungkidul,Pantai Parangracuk,4.5,Wisata Alam,33,-8.1316897,110.5447417,https://www.google.com/maps/search/Pantai%20Parangracuk,,,,,,,,,,,,
4d750,Bantul,Pantai Parangtritis,4.5,Wisata Alam,16359,-8.024608,110.3298045,https://www.google.com/maps/search/Pantai%20Parangtritis,,,,,,,,,,,,
54280,Kulon Progo,Pantai Pasir Mendit,3,Wisata Alam,4,-7.8943492,110.0194606,https://www.google.com/maps/search/Pantai%20Pasir%20Mendit,,,,,,,,,,,,
a8ce0,Gunungkidul,Pantai Pok Tunggal,4.5,Wisata Alam,3867,-8.1554468,110.6217582,https://www.google.com/maps/search/Pantai%20Pok%20Tunggal,,,,,,,,,,,,
d9f30,Bantul,Pantai Segoro Kidul,4.3,Wisata Alam,202,-7.996434,110.2414412,https://www.google.com/maps/search/Pantai%20Segoro%20Kidul,,,,,,,,,,,,
73110,Gunungkidul,Pantai Sepanjang,4.4,Wisata Alam,3601,-8.1366656,110.5659962,https://www.google.com/maps/search/Pantai%20Sepanjang,,,,,,,,,,,,
8eeb0,Gunungkidul,Pantai Seruni,4.5,Wisata Alam,695,-8.159907,110.6315752,https://www.google.com/maps/search/Pantai%20Seruni,,,,,,,,,,,,
10a90,Gunungkidul,Pantai Siung,4.6,Wisata Alam,1441,-8.1818233,110.6832394,https://www.google.com/maps/search/Pantai%20Siung,,,,,,,,,,,,
534b0,Gunungkidul,Pantai Slili,4.5,Wisata Alam,2887,-8.1449664,110.6028766,https://www.google.com/maps/search/Pantai%20Slili,,,,,,,,,,,,
55320,Gunungkidul,Pantai Somandeng,4.5,Wisata Alam,264,-8.1490954,110.6101161,https://www.google.com/maps/search/Pantai%20Somandeng,,,,,,,,,,,,
2720,Gunungkidul,Pantai Sundak Timur,4.4,Wisata Alam,110,-8.147072,110.6079043,https://www.google.com/maps/search/Pantai%20Sundak%20Timur,,,,,,,,,,,,
72550,Gunungkidul,Pantai Timang,4.5,Wisata Alam,3363,-8.1759266,110.6624196,https://www.google.com/maps/search/Pantai%20Timang,,,,,,,,,,,,
d9040,Kulon Progo,Pantai Trisik,3.9,Wisata Alam,594,-7.9673349,110.182607,https://www.google.com/maps/search/Pantai%20Trisik,,,,,,,,,,,,
a52b0,Gunungkidul,Pantai Watulawang,4.6,Wisata Alam,1930,-8.1535837,110.6177335,https://www.google.com/maps/search/Pantai%20Watulawang,,,,,,,,,,,,
e8d70,Gunungkidul,Pantai Watunene,4.6,Wisata Alam,361,-8.1594636,110.6292219,https://www.google.com/maps/search/Pantai%20Watunene,,,,,,,,,,,,
cd9d0,Gunungkidul,Pantai Wediombo,4.5,Wisata Alam,6927,-8.1902176,110.7103772,https://www.google.com/maps/search/Pantai%20Wediombo,,,,,,,,,,,,
8d540,Gunungkidul,PANTAI WOHKUDU,4.7,Wisata Buatan,572,-8.0988822,110.4405627,https://www.google.com/maps/search/PANTAI%20WOHKUDU,,,,,,,,,,,,
72dc0,Bantul,Pasar Kaki Langit Jogja,4.5,Wisata Alam,408,-7.9318842,110.421923,https://www.google.com/maps/search/Pasar%20Kaki%20Langit%20Jogja,,,,,,,,,,,,
21a01,Bantul,Pasar Seni Gabusan (PSG),4.4,Wisata Buatan,9005,-7.8767695,110.3499729,https://www.google.com/maps/search/Pasar%20Seni%20Gabusan%20%28PSG%29,,,,,,,,,,,,
67c20,Kulon Progo,Patung Kaligintung Lor,5,Wisata Alam,2,-7.8795782,110.0885,https://www.google.com/maps/search/Patung%20Kaligintung%20Lor,,,,,,,,,,,,
d3490,Gunungkidul,Patung Kuda Dringo,4,Wisata Buatan,21,-7.9999241,110.3440947,https://www.google.com/maps/search/Patung%20Kuda%20Dringo,,,,,,,,,,,,
a9540,Bantul,Patung Kuda GMJR,5,Wisata Buatan,6,-7.8552045,110.3140355,https://www.google.com/maps/search/Patung%20Kuda%20GMJR,,,,,,,,,,,,
d9530,Sleman,Patung Monyet Kaliurang,4.3,Wisata Alam,57,-7.5999674,110.4294736,https://www.google.com/maps/search/Patung%20Monyet%20Kaliurang,,,,,,,,,,,,
a96d0,Bantul,PATUNG SULTAN AGUNG Imogiri,5,Wisata Buatan,725,-7.919995,110.3815984,https://www.google.com/maps/search/PATUNG%20SULTAN%20AGUNG%20Imogiri,,,,,,,,,,,,
bee60,Kulon Progo,Pemecah Ombak Pantai Glagah,4.4,Wisata Buatan,3087,-7.9190028,110.0775951,https://www.google.com/maps/search/Pemecah%20Ombak%20Pantai%20Glagah,,,,,,,,,,,,
fcd00,Kota Yogyakarta,Pendopo Pilahan,4.6,Wisata Budaya dan Sejarah,13,-7.8150311,110.4005391,https://www.google.com/maps/search/Pendopo%20Pilahan,,,,,,,,,,,,
81840,Bantul,Perengan Park,4.2,Wisata Alam,160,-7.9998248,110.279883,https://www.google.com/maps/search/Perengan%20Park,,,,,,,,,,,,
11a80,Sleman,Permandian Alami Dan Supernatural,4,Wisata Alam,7,-7.7046102,110.3526466,https://www.google.com/maps/search/Permandian%20Alami%20Dan%20Supernatural,,,,,,,,,,,,
8.99E+02,Kota Yogyakarta,Perwara Temple,4.4,Wisata Budaya dan Sejarah,79,-7.7516703,110.4921881,https://www.google.com/maps/search/Perwara%20Temple,,,,,,,,,,,,
761f0,Bantul,Pesanggrahan Gembirowati,4.5,Wisata Budaya dan Sejarah,149,-8.0162486,110.3400034,https://www.google.com/maps/search/Pesanggrahan%20Gembirowati,,,,,,,,,,,,
5.00E+30,Bantul,Pesona Pengklik Pantai Samas,4,Wisata Alam,1089,-8.003873302,110.2703756,https://www.google.com/maps/search/Pesona%20Pengklik%20Pantai%20Samas,,,,,,,,,,,,
67820,Kota Yogyakarta,Peternak Merpati Cagar Alam Randu Alas,4.2,Wisata Alam,51,-7.807379,110.486447,https://www.google.com/maps/search/Peternak%20Merpati%20Cagar%20Alam%20Randu%20Alas,,,,,,,,,,,,
8dad0,Gunungkidul,PINDUL ADVENTURE PARK,4.4,Wisata Alam,71,-7.9316178,110.6504785,https://www.google.com/maps/search/PINDUL%20ADVENTURE%20PARK,,,,,,,,,,,,
4eb30,Bantul,Pintoe Langit Dahromo,4.4,Wisata Buatan,1305,-7.913608,110.437783,https://www.google.com/maps/search/Pintoe%20Langit%20Dahromo,,,,,,,,,,,,
3e7d0,Kota Yogyakarta,Pinus pengger Yogyakarta,4.6,Wisata Alam,26636,-7.8712723,110.459653,https://www.google.com/maps/search/Pinus%20pengger%20Yogyakarta,,,,,,,,,,,,
bfcc0,Sleman,PITEK KALKUN,4.6,Wisata Alam,45,-7.7046653,110.4388612,https://www.google.com/maps/search/PITEK%20KALKUN,,,,,,,,,,,,
28ca0,Kota Yogyakarta,Plengkung Gading,4.6,Wisata Budaya dan Sejarah,3025,-7.7046653,110.4388612,https://www.google.com/maps/search/Plengkung%20Gading,,,,,,,,,,,,
89090,Kota Yogyakarta,Pulo Kenanga,4.6,Wisata Alam,165,-7.8089581,110.3598416,https://www.google.com/maps/search/Pulo%20Kenanga,,,,,,,,,,,,
d1420,Bantul,PUNCAK BETENG JATISARI,4.3,Wisata Alam,8,-7.945327,110.443127,https://www.google.com/maps/search/PUNCAK%20BETENG%20JATISARI,,,,,,,,,,,,
ef5f0,Kota Yogyakarta,puncak bucu,4.1,Wisata Alam,330,-7.8618548,110.4430834,https://www.google.com/maps/search/puncak%20bucu,,,,,,,,,,,,
218d0,Bantul,Puncak Gebang,4.4,Wisata Alam,742,-7.8749233,110.4221094,https://www.google.com/maps/search/Puncak%20Gebang,,,,,,,,,,,,
ff920,Bantul,PUNCAK GOA JEPANG,4.5,Wisata Alam,328,-8.001032,110.3290002,https://www.google.com/maps/search/PUNCAK%20GOA%20JEPANG,,,,,,,,,,,,
58a70,Bantul,Puncak Kebun Buah Mangunan,4.6,Wisata Alam,4535,-7.9413718,110.4247345,https://www.google.com/maps/search/Puncak%20Kebun%20Buah%20Mangunan,,,,,,,,,,,,
fc700,Sleman,Puncak Kleco Desa Wisata Tinalah,4.5,Wisata Alam,374,-7.7125459,110.2045109,https://www.google.com/maps/search/Puncak%20Kleco%20Desa%20Wisata%20Tinalah,,,,,,,,,,,,
2c900,Bantul,Puncak Kobango Bike Park,4.9,Wisata Alam,14,-7.8976603,110.407079,https://www.google.com/maps/search/Puncak%20Kobango%20Bike%20Park,,,,,,,,,,,,
bda50,Gunungkidul,Puncak Kosakora,4.6,Wisata Alam,1551,-8.1411158,110.584068,https://www.google.com/maps/search/Puncak%20Kosakora,,,,,,,,,,,,
9ff00,Kulon Progo,Puncak Kuda Sembrani-Desa Wisata Banjarasri,4.4,Wisata Budaya dan Sejarah,17,-7.6920487,110.2131553,https://www.google.com/maps/search/Puncak%20Kuda%20Sembrani-Desa%20Wisata%20Banjarasri,,,,,,,,,,,,
